datetime,station,core,component,period,value,sensor_station
2022-01-01,mc042,no2,no2_24h,24h,15.0,neukoln
2022-01-01,mc042,no,no_24h,24h,2.0,neukoln
2022-01-01,mc042,nox,nox_24h,24h,16.0,neukoln
2022-01-01,mc042,o3,o3_24h,24h,36.0,neukoln
2022-01-01,mc042,chb,chb_24h,24h,0.7,neukoln
2022-01-01,mc042,cht,cht_24h,24h,1.0,neukoln
2021-12-31,mc042,pm10,pm10_24h,24h,9.0,neukoln
2021-12-31,mc042,pm2,pm2_24h,24h,7.0,neukoln
2021-12-31,mc042,no2,no2_24h,24h,11.0,neukoln
2021-12-31,mc042,no,no_24h,24h,2.0,neukoln
2021-12-31,mc042,nox,nox_24h,24h,14.0,neukoln
2021-12-31,mc042,o3,o3_24h,24h,38.0,neukoln
2021-12-31,mc042,chb,chb_24h,24h,0.5,neukoln
2021-12-31,mc042,cht,cht_24h,24h,1.3,neukoln
2021-12-30,mc042,pm10,pm10_24h,24h,13.0,neukoln
2021-12-30,mc042,pm2,pm2_24h,24h,11.0,neukoln
2021-12-30,mc042,no2,no2_24h,24h,23.0,neukoln
2021-12-30,mc042,no,no_24h,24h,4.0,neukoln
2021-12-30,mc042,nox,nox_24h,24h,29.0,neukoln
2021-12-30,mc042,o3,o3_24h,24h,20.0,neukoln
2021-12-30,mc042,chb,chb_24h,24h,0.9,neukoln
2021-12-30,mc042,cht,cht_24h,24h,1.7,neukoln
2021-12-29,mc042,pm10,pm10_24h,24h,18.0,neukoln
2021-12-29,mc042,pm2,pm2_24h,24h,16.0,neukoln
2021-12-29,mc042,no2,no2_24h,24h,36.0,neukoln
2021-12-29,mc042,no,no_24h,24h,11.0,neukoln
2021-12-29,mc042,nox,nox_24h,24h,53.0,neukoln
2021-12-29,mc042,o3,o3_24h,24h,6.0,neukoln
2021-12-29,mc042,chb,chb_24h,24h,1.5,neukoln
2021-12-29,mc042,cht,cht_24h,24h,2.4,neukoln
2021-12-28,mc042,pm10,pm10_24h,24h,38.0,neukoln
2021-12-28,mc042,pm2,pm2_24h,24h,35.0,neukoln
2021-12-28,mc042,no2,no2_24h,24h,31.0,neukoln
2021-12-28,mc042,no,no_24h,24h,6.0,neukoln
2021-12-28,mc042,nox,nox_24h,24h,39.0,neukoln
2021-12-28,mc042,o3,o3_24h,24h,12.0,neukoln
2021-12-28,mc042,chb,chb_24h,24h,3.0,neukoln
2021-12-28,mc042,cht,cht_24h,24h,1.8,neukoln
2021-12-27,mc042,pm10,pm10_24h,24h,38.0,neukoln
2021-12-27,mc042,pm2,pm2_24h,24h,35.0,neukoln
2021-12-27,mc042,no2,no2_24h,24h,25.0,neukoln
2021-12-27,mc042,no,no_24h,24h,2.0,neukoln
2021-12-27,mc042,nox,nox_24h,24h,29.0,neukoln
2021-12-27,mc042,o3,o3_24h,24h,26.0,neukoln
2021-12-27,mc042,chb,chb_24h,24h,2.7,neukoln
2021-12-27,mc042,cht,cht_24h,24h,1.4,neukoln
2021-12-26,mc042,pm10,pm10_24h,24h,23.0,neukoln
2021-12-26,mc042,pm2,pm2_24h,24h,21.0,neukoln
2021-12-26,mc042,no2,no2_24h,24h,31.0,neukoln
2021-12-26,mc042,no,no_24h,24h,11.0,neukoln
2021-12-26,mc042,nox,nox_24h,24h,47.0,neukoln
2021-12-26,mc042,o3,o3_24h,24h,25.0,neukoln
2021-12-26,mc042,chb,chb_24h,24h,1.7,neukoln
2021-12-26,mc042,cht,cht_24h,24h,1.6,neukoln
2021-12-25,mc042,pm10,pm10_24h,24h,11.0,neukoln
2021-12-25,mc042,pm2,pm2_24h,24h,9.0,neukoln
2021-12-25,mc042,no2,no2_24h,24h,37.0,neukoln
2021-12-25,mc042,no,no_24h,24h,4.0,neukoln
2021-12-25,mc042,nox,nox_24h,24h,44.0,neukoln
2021-12-25,mc042,o3,o3_24h,24h,31.0,neukoln
2021-12-25,mc042,chb,chb_24h,24h,0.9,neukoln
2021-12-25,mc042,cht,cht_24h,24h,1.1,neukoln
2021-12-24,mc042,pm10,pm10_24h,24h,11.0,neukoln
2021-12-24,mc042,pm2,pm2_24h,24h,9.0,neukoln
2021-12-24,mc042,no2,no2_24h,24h,23.0,neukoln
2021-12-24,mc042,no,no_24h,24h,4.0,neukoln
2021-12-24,mc042,nox,nox_24h,24h,30.0,neukoln
2021-12-24,mc042,o3,o3_24h,24h,18.0,neukoln
2021-12-24,mc042,chb,chb_24h,24h,1.0,neukoln
2021-12-24,mc042,cht,cht_24h,24h,1.4,neukoln
2021-12-23,mc042,pm10,pm10_24h,24h,26.0,neukoln
2021-12-23,mc042,pm2,pm2_24h,24h,23.0,neukoln
2021-12-23,mc042,no2,no2_24h,24h,31.0,neukoln
2021-12-23,mc042,no,no_24h,24h,7.0,neukoln
2021-12-23,mc042,nox,nox_24h,24h,42.0,neukoln
2021-12-23,mc042,o3,o3_24h,24h,7.0,neukoln
2021-12-23,mc042,chb,chb_24h,24h,1.5,neukoln
2021-12-23,mc042,cht,cht_24h,24h,1.7,neukoln
2021-12-22,mc042,pm10,pm10_24h,24h,20.0,neukoln
2021-12-22,mc042,pm2,pm2_24h,24h,18.0,neukoln
2021-12-22,mc042,no2,no2_24h,24h,28.0,neukoln
2021-12-22,mc042,no,no_24h,24h,5.0,neukoln
2021-12-22,mc042,nox,nox_24h,24h,37.0,neukoln
2021-12-22,mc042,o3,o3_24h,24h,23.0,neukoln
2021-12-22,mc042,chb,chb_24h,24h,1.1,neukoln
2021-12-22,mc042,cht,cht_24h,24h,1.4,neukoln
2021-12-21,mc042,pm10,pm10_24h,24h,15.0,neukoln
2021-12-21,mc042,pm2,pm2_24h,24h,13.0,neukoln
2021-12-21,mc042,no2,no2_24h,24h,28.0,neukoln
2021-12-21,mc042,no,no_24h,24h,6.0,neukoln
2021-12-21,mc042,nox,nox_24h,24h,37.0,neukoln
2021-12-21,mc042,o3,o3_24h,24h,18.0,neukoln
2021-12-21,mc042,chb,chb_24h,24h,0.9,neukoln
2021-12-21,mc042,cht,cht_24h,24h,1.5,neukoln
2021-12-20,mc042,pm10,pm10_24h,24h,8.0,neukoln
2021-12-20,mc042,pm2,pm2_24h,24h,6.0,neukoln
2021-12-20,mc042,no2,no2_24h,24h,25.0,neukoln
2021-12-20,mc042,no,no_24h,24h,11.0,neukoln
2021-12-20,mc042,nox,nox_24h,24h,42.0,neukoln
2021-12-20,mc042,o3,o3_24h,24h,29.0,neukoln
2021-12-20,mc042,chb,chb_24h,24h,0.8,neukoln
2021-12-20,mc042,cht,cht_24h,24h,1.4,neukoln
2021-12-19,mc042,pm10,pm10_24h,24h,6.0,neukoln
2021-12-19,mc042,pm2,pm2_24h,24h,5.0,neukoln
2021-12-19,mc042,no2,no2_24h,24h,10.0,neukoln
2021-12-19,mc042,no,no_24h,24h,2.0,neukoln
2021-12-19,mc042,nox,nox_24h,24h,12.0,neukoln
2021-12-19,mc042,o3,o3_24h,24h,53.0,neukoln
2021-12-19,mc042,chb,chb_24h,24h,0.4,neukoln
2021-12-19,mc042,cht,cht_24h,24h,0.7,neukoln
2021-12-18,mc042,pm10,pm10_24h,24h,8.0,neukoln
2021-12-18,mc042,pm2,pm2_24h,24h,6.0,neukoln
2021-12-18,mc042,no2,no2_24h,24h,16.0,neukoln
2021-12-18,mc042,no,no_24h,24h,3.0,neukoln
2021-12-18,mc042,nox,nox_24h,24h,20.0,neukoln
2021-12-18,mc042,o3,o3_24h,24h,35.0,neukoln
2021-12-18,mc042,chb,chb_24h,24h,0.6,neukoln
2021-12-18,mc042,cht,cht_24h,24h,1.1,neukoln
2021-12-17,mc042,pm10,pm10_24h,24h,11.0,neukoln
2021-12-17,mc042,pm2,pm2_24h,24h,9.0,neukoln
2021-12-17,mc042,no2,no2_24h,24h,15.0,neukoln
2021-12-17,mc042,no,no_24h,24h,2.0,neukoln
2021-12-17,mc042,nox,nox_24h,24h,19.0,neukoln
2021-12-17,mc042,o3,o3_24h,24h,43.0,neukoln
2021-12-17,mc042,chb,chb_24h,24h,0.7,neukoln
2021-12-17,mc042,cht,cht_24h,24h,1.3,neukoln
2021-12-16,mc042,pm10,pm10_24h,24h,13.0,neukoln
2021-12-16,mc042,pm2,pm2_24h,24h,11.0,neukoln
2021-12-16,mc042,no2,no2_24h,24h,24.0,neukoln
2021-12-16,mc042,no,no_24h,24h,4.0,neukoln
2021-12-16,mc042,nox,nox_24h,24h,30.0,neukoln
2021-12-16,mc042,o3,o3_24h,24h,30.0,neukoln
2021-12-16,mc042,chb,chb_24h,24h,0.8,neukoln
2021-12-16,mc042,cht,cht_24h,24h,2.1,neukoln
2021-12-15,mc042,pm10,pm10_24h,24h,16.0,neukoln
2021-12-15,mc042,pm2,pm2_24h,24h,14.0,neukoln
2021-12-15,mc042,no2,no2_24h,24h,25.0,neukoln
2021-12-15,mc042,no,no_24h,24h,6.0,neukoln
2021-12-15,mc042,nox,nox_24h,24h,34.0,neukoln
2021-12-15,mc042,o3,o3_24h,24h,13.0,neukoln
2021-12-15,mc042,chb,chb_24h,24h,0.9,neukoln
2021-12-15,mc042,cht,cht_24h,24h,2.1,neukoln
2021-12-14,mc042,pm10,pm10_24h,24h,16.0,neukoln
2021-12-14,mc042,pm2,pm2_24h,24h,14.0,neukoln
2021-12-14,mc042,no2,no2_24h,24h,32.0,neukoln
2021-12-14,mc042,no,no_24h,24h,8.0,neukoln
2021-12-14,mc042,nox,nox_24h,24h,43.0,neukoln
2021-12-14,mc042,o3,o3_24h,24h,10.0,neukoln
2021-12-14,mc042,chb,chb_24h,24h,1.1,neukoln
2021-12-14,mc042,cht,cht_24h,24h,2.4,neukoln
2021-12-13,mc042,pm10,pm10_24h,24h,15.0,neukoln
2021-12-13,mc042,pm2,pm2_24h,24h,13.0,neukoln
2021-12-13,mc042,no2,no2_24h,24h,33.0,neukoln
2021-12-13,mc042,no,no_24h,24h,25.0,neukoln
2021-12-13,mc042,nox,nox_24h,24h,72.0,neukoln
2021-12-13,mc042,o3,o3_24h,24h,4.0,neukoln
2021-12-13,mc042,chb,chb_24h,24h,1.7,neukoln
2021-12-13,mc042,cht,cht_24h,24h,4.5,neukoln
2021-12-12,mc042,pm10,pm10_24h,24h,24.0,neukoln
2021-12-12,mc042,pm2,pm2_24h,24h,22.0,neukoln
2021-12-12,mc042,no2,no2_24h,24h,25.0,neukoln
2021-12-12,mc042,no,no_24h,24h,5.0,neukoln
2021-12-12,mc042,nox,nox_24h,24h,32.0,neukoln
2021-12-12,mc042,o3,o3_24h,24h,11.0,neukoln
2021-12-12,mc042,chb,chb_24h,24h,1.3,neukoln
2021-12-12,mc042,cht,cht_24h,24h,1.6,neukoln
2021-12-11,mc042,pm10,pm10_24h,24h,22.0,neukoln
2021-12-11,mc042,pm2,pm2_24h,24h,20.0,neukoln
2021-12-11,mc042,no2,no2_24h,24h,31.0,neukoln
2021-12-11,mc042,no,no_24h,24h,7.0,neukoln
2021-12-11,mc042,nox,nox_24h,24h,42.0,neukoln
2021-12-11,mc042,o3,o3_24h,24h,8.0,neukoln
2021-12-11,mc042,chb,chb_24h,24h,1.5,neukoln
2021-12-11,mc042,cht,cht_24h,24h,1.9,neukoln
2021-12-10,mc042,pm10,pm10_24h,24h,34.0,neukoln
2021-12-10,mc042,pm2,pm2_24h,24h,32.0,neukoln
2021-12-10,mc042,no2,no2_24h,24h,29.0,neukoln
2021-12-10,mc042,no,no_24h,24h,18.0,neukoln
2021-12-10,mc042,nox,nox_24h,24h,56.0,neukoln
2021-12-10,mc042,o3,o3_24h,24h,2.0,neukoln
2021-12-10,mc042,chb,chb_24h,24h,2.5,neukoln
2021-12-10,mc042,cht,cht_24h,24h,2.2,neukoln
2021-12-09,mc042,pm10,pm10_24h,24h,34.0,neukoln
2021-12-09,mc042,pm2,pm2_24h,24h,31.0,neukoln
2021-12-09,mc042,no2,no2_24h,24h,23.0,neukoln
2021-12-09,mc042,no,no_24h,24h,6.0,neukoln
2021-12-09,mc042,nox,nox_24h,24h,32.0,neukoln
2021-12-09,mc042,o3,o3_24h,24h,12.0,neukoln
2021-12-09,mc042,chb,chb_24h,24h,2.2,neukoln
2021-12-09,mc042,cht,cht_24h,24h,1.7,neukoln
2021-12-08,mc042,pm10,pm10_24h,24h,27.0,neukoln
2021-12-08,mc042,pm2,pm2_24h,24h,24.0,neukoln
2021-12-08,mc042,no2,no2_24h,24h,22.0,neukoln
2021-12-08,mc042,no,no_24h,24h,4.0,neukoln
2021-12-08,mc042,nox,nox_24h,24h,29.0,neukoln
2021-12-08,mc042,o3,o3_24h,24h,17.0,neukoln
2021-12-08,mc042,chb,chb_24h,24h,1.8,neukoln
2021-12-08,mc042,cht,cht_24h,24h,1.3,neukoln
2021-12-07,mc042,pm10,pm10_24h,24h,25.0,neukoln
2021-12-07,mc042,pm2,pm2_24h,24h,23.0,neukoln
2021-12-07,mc042,no2,no2_24h,24h,21.0,neukoln
2021-12-07,mc042,no,no_24h,24h,4.0,neukoln
2021-12-07,mc042,nox,nox_24h,24h,27.0,neukoln
2021-12-07,mc042,o3,o3_24h,24h,16.0,neukoln
2021-12-07,mc042,chb,chb_24h,24h,1.5,neukoln
2021-12-07,mc042,cht,cht_24h,24h,1.3,neukoln
2021-12-06,mc042,pm10,pm10_24h,24h,24.0,neukoln
2021-12-06,mc042,pm2,pm2_24h,24h,22.0,neukoln
2021-12-06,mc042,no2,no2_24h,24h,26.0,neukoln
2021-12-06,mc042,no,no_24h,24h,6.0,neukoln
2021-12-06,mc042,nox,nox_24h,24h,35.0,neukoln
2021-12-06,mc042,o3,o3_24h,24h,13.0,neukoln
2021-12-06,mc042,chb,chb_24h,24h,1.6,neukoln
2021-12-06,mc042,cht,cht_24h,24h,1.5,neukoln
2021-12-05,mc042,pm10,pm10_24h,24h,30.0,neukoln
2021-12-05,mc042,pm2,pm2_24h,24h,27.0,neukoln
2021-12-05,mc042,no2,no2_24h,24h,18.0,neukoln
2021-12-05,mc042,no,no_24h,24h,3.0,neukoln
2021-12-05,mc042,nox,nox_24h,24h,23.0,neukoln
2021-12-05,mc042,o3,o3_24h,24h,16.0,neukoln
2021-12-05,mc042,chb,chb_24h,24h,1.8,neukoln
2021-12-05,mc042,cht,cht_24h,24h,1.4,neukoln
2021-12-04,mc042,pm10,pm10_24h,24h,15.0,neukoln
2021-12-04,mc042,pm2,pm2_24h,24h,13.0,neukoln
2021-12-04,mc042,no2,no2_24h,24h,19.0,neukoln
2021-12-04,mc042,no,no_24h,24h,1.0,neukoln
2021-12-04,mc042,nox,nox_24h,24h,21.0,neukoln
2021-12-04,mc042,o3,o3_24h,24h,31.0,neukoln
2021-12-04,mc042,chb,chb_24h,24h,0.7,neukoln
2021-12-04,mc042,cht,cht_24h,24h,0.8,neukoln
2021-12-03,mc042,pm10,pm10_24h,24h,10.0,neukoln
2021-12-03,mc042,pm2,pm2_24h,24h,8.0,neukoln
2021-12-03,mc042,no2,no2_24h,24h,20.0,neukoln
2021-12-03,mc042,no,no_24h,24h,3.0,neukoln
2021-12-03,mc042,nox,nox_24h,24h,24.0,neukoln
2021-12-03,mc042,o3,o3_24h,24h,40.0,neukoln
2021-12-03,mc042,chb,chb_24h,24h,0.7,neukoln
2021-12-03,mc042,cht,cht_24h,24h,1.0,neukoln
2021-12-02,mc042,pm10,pm10_24h,24h,6.0,neukoln
2021-12-02,mc042,pm2,pm2_24h,24h,4.0,neukoln
2021-12-02,mc042,no2,no2_24h,24h,19.0,neukoln
2021-12-02,mc042,no,no_24h,24h,3.0,neukoln
2021-12-02,mc042,nox,nox_24h,24h,24.0,neukoln
2021-12-02,mc042,o3,o3_24h,24h,47.0,neukoln
2021-12-02,mc042,chb,chb_24h,24h,0.6,neukoln
2021-12-02,mc042,cht,cht_24h,24h,1.1,neukoln
2021-12-01,mc042,pm10,pm10_24h,24h,6.0,neukoln
2021-12-01,mc042,pm2,pm2_24h,24h,4.0,neukoln
2021-12-01,mc042,no2,no2_24h,24h,18.0,neukoln
2021-12-01,mc042,no,no_24h,24h,2.0,neukoln
2021-12-01,mc042,nox,nox_24h,24h,21.0,neukoln
2021-12-01,mc042,o3,o3_24h,24h,39.0,neukoln
2021-12-01,mc042,chb,chb_24h,24h,0.5,neukoln
2021-12-01,mc042,cht,cht_24h,24h,0.8,neukoln
2022-02-01,mc042,pm10,pm10_24h,24h,11.0,neukoln
2022-02-01,mc042,pm2,pm2_24h,24h,9.0,neukoln
2022-02-01,mc042,no2,no2_24h,24h,17.0,neukoln
2022-02-01,mc042,no,no_24h,24h,2.0,neukoln
2022-02-01,mc042,nox,nox_24h,24h,19.0,neukoln
2022-02-01,mc042,o3,o3_24h,24h,49.0,neukoln
2022-02-01,mc042,chb,chb_24h,24h,0.7,neukoln
2022-02-01,mc042,cht,cht_24h,24h,0.9,neukoln
2022-01-31,mc042,pm10,pm10_24h,24h,16.0,neukoln
2022-01-31,mc042,pm2,pm2_24h,24h,11.0,neukoln
2022-01-31,mc042,no2,no2_24h,24h,22.0,neukoln
2022-01-31,mc042,no,no_24h,24h,2.0,neukoln
2022-01-31,mc042,nox,nox_24h,24h,25.0,neukoln
2022-01-31,mc042,o3,o3_24h,24h,46.0,neukoln
2022-01-31,mc042,chb,chb_24h,24h,0.8,neukoln
2022-01-31,mc042,cht,cht_24h,24h,1.0,neukoln
2022-01-30,mc042,pm10,pm10_24h,24h,11.0,neukoln
2022-01-30,mc042,pm2,pm2_24h,24h,8.0,neukoln
2022-01-30,mc042,no2,no2_24h,24h,7.0,neukoln
2022-01-30,mc042,no,no_24h,24h,2.0,neukoln
2022-01-30,mc042,nox,nox_24h,24h,9.0,neukoln
2022-01-30,mc042,o3,o3_24h,24h,71.0,neukoln
2022-01-30,mc042,chb,chb_24h,24h,0.5,neukoln
2022-01-30,mc042,cht,cht_24h,24h,0.5,neukoln
2022-01-29,mc042,pm10,pm10_24h,24h,10.0,neukoln
2022-01-29,mc042,pm2,pm2_24h,24h,8.0,neukoln
2022-01-29,mc042,no2,no2_24h,24h,13.0,neukoln
2022-01-29,mc042,no,no_24h,24h,2.0,neukoln
2022-01-29,mc042,nox,nox_24h,24h,15.0,neukoln
2022-01-29,mc042,o3,o3_24h,24h,50.0,neukoln
2022-01-29,mc042,chb,chb_24h,24h,0.6,neukoln
2022-01-29,mc042,cht,cht_24h,24h,0.7,neukoln
2022-01-28,mc042,pm10,pm10_24h,24h,10.0,neukoln
2022-01-28,mc042,pm2,pm2_24h,24h,7.0,neukoln
2022-01-28,mc042,no2,no2_24h,24h,14.0,neukoln
2022-01-28,mc042,no,no_24h,24h,3.0,neukoln
2022-01-28,mc042,nox,nox_24h,24h,18.0,neukoln
2022-01-28,mc042,o3,o3_24h,24h,61.0,neukoln
2022-01-28,mc042,chb,chb_24h,24h,0.6,neukoln
2022-01-28,mc042,cht,cht_24h,24h,0.8,neukoln
2022-01-27,mc042,pm10,pm10_24h,24h,14.0,neukoln
2022-01-27,mc042,pm2,pm2_24h,24h,12.0,neukoln
2022-01-27,mc042,no2,no2_24h,24h,15.0,neukoln
2022-01-27,mc042,no,no_24h,24h,2.0,neukoln
2022-01-27,mc042,nox,nox_24h,24h,19.0,neukoln
2022-01-27,mc042,o3,o3_24h,24h,35.0,neukoln
2022-01-27,mc042,chb,chb_24h,24h,0.7,neukoln
2022-01-27,mc042,cht,cht_24h,24h,1.0,neukoln
2022-01-26,mc042,pm10,pm10_24h,24h,16.0,neukoln
2022-01-26,mc042,pm2,pm2_24h,24h,14.0,neukoln
2022-01-26,mc042,no2,no2_24h,24h,19.0,neukoln
2022-01-26,mc042,no,no_24h,24h,3.0,neukoln
2022-01-26,mc042,nox,nox_24h,24h,24.0,neukoln
2022-01-26,mc042,o3,o3_24h,24h,20.0,neukoln
2022-01-26,mc042,chb,chb_24h,24h,0.7,neukoln
2022-01-26,mc042,cht,cht_24h,24h,1.1,neukoln
2022-01-25,mc042,pm10,pm10_24h,24h,16.0,neukoln
2022-01-25,mc042,pm2,pm2_24h,24h,14.0,neukoln
2022-01-25,mc042,no2,no2_24h,24h,23.0,neukoln
2022-01-25,mc042,no,no_24h,24h,4.0,neukoln
2022-01-25,mc042,nox,nox_24h,24h,29.0,neukoln
2022-01-25,mc042,o3,o3_24h,24h,23.0,neukoln
2022-01-25,mc042,chb,chb_24h,24h,0.8,neukoln
2022-01-25,mc042,cht,cht_24h,24h,1.4,neukoln
2022-01-24,mc042,pm10,pm10_24h,24h,12.0,neukoln
2022-01-24,mc042,pm2,pm2_24h,24h,10.0,neukoln
2022-01-24,mc042,no2,no2_24h,24h,22.0,neukoln
2022-01-24,mc042,no,no_24h,24h,4.0,neukoln
2022-01-24,mc042,nox,nox_24h,24h,29.0,neukoln
2022-01-24,mc042,o3,o3_24h,24h,26.0,neukoln
2022-01-24,mc042,chb,chb_24h,24h,0.8,neukoln
2022-01-24,mc042,cht,cht_24h,24h,1.4,neukoln
2022-01-23,mc042,pm10,pm10_24h,24h,10.0,neukoln
2022-01-23,mc042,pm2,pm2_24h,24h,8.0,neukoln
2022-01-23,mc042,no2,no2_24h,24h,17.0,neukoln
2022-01-23,mc042,no,no_24h,24h,2.0,neukoln
2022-01-23,mc042,nox,nox_24h,24h,20.0,neukoln
2022-01-23,mc042,o3,o3_24h,24h,30.0,neukoln
2022-01-23,mc042,chb,chb_24h,24h,0.7,neukoln
2022-01-23,mc042,cht,cht_24h,24h,1.1,neukoln
2022-01-22,mc042,pm10,pm10_24h,24h,13.0,neukoln
2022-01-22,mc042,pm2,pm2_24h,24h,10.0,neukoln
2022-01-22,mc042,no2,no2_24h,24h,27.0,neukoln
2022-01-22,mc042,no,no_24h,24h,5.0,neukoln
2022-01-22,mc042,nox,nox_24h,24h,34.0,neukoln
2022-01-22,mc042,o3,o3_24h,24h,25.0,neukoln
2022-01-22,mc042,chb,chb_24h,24h,0.9,neukoln
2022-01-22,mc042,cht,cht_24h,24h,1.4,neukoln
2022-01-21,mc042,pm10,pm10_24h,24h,8.0,neukoln
2022-01-21,mc042,pm2,pm2_24h,24h,6.0,neukoln
2022-01-21,mc042,no2,no2_24h,24h,21.0,neukoln
2022-01-21,mc042,no,no_24h,24h,4.0,neukoln
2022-01-21,mc042,nox,nox_24h,24h,27.0,neukoln
2022-01-21,mc042,o3,o3_24h,24h,30.0,neukoln
2022-01-21,mc042,chb,chb_24h,24h,0.8,neukoln
2022-01-21,mc042,cht,cht_24h,24h,1.1,neukoln
2022-01-20,mc042,pm10,pm10_24h,24h,7.0,neukoln
2022-01-20,mc042,pm2,pm2_24h,24h,5.0,neukoln
2022-01-20,mc042,no2,no2_24h,24h,13.0,neukoln
2022-01-20,mc042,no,no_24h,24h,3.0,neukoln
2022-01-20,mc042,nox,nox_24h,24h,17.0,neukoln
2022-01-20,mc042,o3,o3_24h,24h,42.0,neukoln
2022-01-20,mc042,chb,chb_24h,24h,0.6,neukoln
2022-01-20,mc042,cht,cht_24h,24h,0.8,neukoln
2022-01-19,mc042,pm10,pm10_24h,24h,16.0,neukoln
2022-01-19,mc042,pm2,pm2_24h,24h,14.0,neukoln
2022-01-19,mc042,no2,no2_24h,24h,17.0,neukoln
2022-01-19,mc042,no,no_24h,24h,2.0,neukoln
2022-01-19,mc042,nox,nox_24h,24h,20.0,neukoln
2022-01-19,mc042,o3,o3_24h,24h,32.0,neukoln
2022-01-19,mc042,chb,chb_24h,24h,0.6,neukoln
2022-01-19,mc042,cht,cht_24h,24h,1.0,neukoln
2022-01-18,mc042,pm10,pm10_24h,24h,10.0,neukoln
2022-01-18,mc042,pm2,pm2_24h,24h,8.0,neukoln
2022-01-18,mc042,no2,no2_24h,24h,32.0,neukoln
2022-01-18,mc042,no,no_24h,24h,4.0,neukoln
2022-01-18,mc042,nox,nox_24h,24h,38.0,neukoln
2022-01-18,mc042,o3,o3_24h,24h,25.0,neukoln
2022-01-18,mc042,chb,chb_24h,24h,0.9,neukoln
2022-01-18,mc042,cht,cht_24h,24h,1.7,neukoln
2022-01-17,mc042,pm10,pm10_24h,24h,9.0,neukoln
2022-01-17,mc042,pm2,pm2_24h,24h,7.0,neukoln
2022-01-17,mc042,no2,no2_24h,24h,15.0,neukoln
2022-01-17,mc042,no,no_24h,24h,2.0,neukoln
2022-01-17,mc042,nox,nox_24h,24h,19.0,neukoln
2022-01-17,mc042,o3,o3_24h,24h,42.0,neukoln
2022-01-17,mc042,chb,chb_24h,24h,0.6,neukoln
2022-01-17,mc042,cht,cht_24h,24h,1.0,neukoln
2022-01-16,mc042,pm10,pm10_24h,24h,20.0,neukoln
2022-01-16,mc042,pm2,pm2_24h,24h,18.0,neukoln
2022-01-16,mc042,no2,no2_24h,24h,18.0,neukoln
2022-01-16,mc042,no,no_24h,24h,3.0,neukoln
2022-01-16,mc042,nox,nox_24h,24h,22.0,neukoln
2022-01-16,mc042,o3,o3_24h,24h,22.0,neukoln
2022-01-16,mc042,chb,chb_24h,24h,0.9,neukoln
2022-01-16,mc042,cht,cht_24h,24h,1.1,neukoln
2022-01-15,mc042,pm10,pm10_24h,24h,14.0,neukoln
2022-01-15,mc042,pm2,pm2_24h,24h,11.0,neukoln
2022-01-15,mc042,no2,no2_24h,24h,24.0,neukoln
2022-01-15,mc042,no,no_24h,24h,3.0,neukoln
2022-01-15,mc042,nox,nox_24h,24h,29.0,neukoln
2022-01-15,mc042,o3,o3_24h,24h,32.0,neukoln
2022-01-15,mc042,chb,chb_24h,24h,0.8,neukoln
2022-01-15,mc042,cht,cht_24h,24h,1.4,neukoln
2022-01-14,mc042,pm10,pm10_24h,24h,17.0,neukoln
2022-01-14,mc042,pm2,pm2_24h,24h,14.0,neukoln
2022-01-14,mc042,no2,no2_24h,24h,20.0,neukoln
2022-01-14,mc042,no,no_24h,24h,4.0,neukoln
2022-01-14,mc042,nox,nox_24h,24h,26.0,neukoln
2022-01-14,mc042,o3,o3_24h,24h,37.0,neukoln
2022-01-14,mc042,chb,chb_24h,24h,0.8,neukoln
2022-01-14,mc042,cht,cht_24h,24h,1.3,neukoln
2022-01-13,mc042,pm10,pm10_24h,24h,18.0,neukoln
2022-01-13,mc042,pm2,pm2_24h,24h,16.0,neukoln
2022-01-13,mc042,no2,no2_24h,24h,21.0,neukoln
2022-01-13,mc042,no,no_24h,24h,4.0,neukoln
2022-01-13,mc042,nox,nox_24h,24h,26.0,neukoln
2022-01-13,mc042,o3,o3_24h,24h,27.0,neukoln
2022-01-13,mc042,chb,chb_24h,24h,0.9,neukoln
2022-01-13,mc042,cht,cht_24h,24h,1.4,neukoln
2022-01-12,mc042,pm10,pm10_24h,24h,22.0,neukoln
2022-01-12,mc042,pm2,pm2_24h,24h,19.0,neukoln
2022-01-12,mc042,no2,no2_24h,24h,27.0,neukoln
2022-01-12,mc042,no,no_24h,24h,9.0,neukoln
2022-01-12,mc042,nox,nox_24h,24h,40.0,neukoln
2022-01-12,mc042,o3,o3_24h,24h,18.0,neukoln
2022-01-12,mc042,chb,chb_24h,24h,1.4,neukoln
2022-01-12,mc042,cht,cht_24h,24h,2.0,neukoln
2022-01-11,mc042,pm10,pm10_24h,24h,34.0,neukoln
2022-01-11,mc042,pm2,pm2_24h,24h,31.0,neukoln
2022-01-11,mc042,no2,no2_24h,24h,23.0,neukoln
2022-01-11,mc042,no,no_24h,24h,3.0,neukoln
2022-01-11,mc042,nox,nox_24h,24h,27.0,neukoln
2022-01-11,mc042,o3,o3_24h,24h,25.0,neukoln
2022-01-11,mc042,chb,chb_24h,24h,2.1,neukoln
2022-01-11,mc042,cht,cht_24h,24h,1.8,neukoln
2022-01-10,mc042,pm10,pm10_24h,24h,28.0,neukoln
2022-01-10,mc042,pm2,pm2_24h,24h,26.0,neukoln
2022-01-10,mc042,no2,no2_24h,24h,28.0,neukoln
